time.TIME,Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering,driver_demands.throttle
1.67,7.05543E-05,14.94301537,-5.1365E-06,-5.52905E-06,-21.93672121,0,0,-7.24791E-06,7.29591E-05,10.14140531
1.68,7.05617E-05,14.94321297,-5.13623E-06,-5.51846E-06,-22.08615068,0,0,-7.10203E-06,7.29653E-05,10.14303676
1.69,7.05684E-05,14.94341152,-5.13599E-06,-5.50781E-06,-22.23558212,0,0,-6.95767E-06,7.29689E-05,10.1446324
1.7,7.05746E-05,14.94361102,-5.13579E-06,-5.49712E-06,-22.38501555,0,0,-6.81485E-06,7.29698E-05,10.1461925
1.71,7.05801E-05,14.94381143,-5.13562E-06,-5.48637E-06,-22.53445097,0,0,-6.67359E-06,7.29683E-05,10.14771734
1.72,7.0585E-05,14.94401274,-5.13549E-06,-5.47559E-06,-22.68388838,0,0,-6.53389E-06,7.29642E-05,10.1492072
1.73,7.05893E-05,14.94421492,-5.13539E-06,-5.46478E-06,-22.8333278,0,0,-6.39577E-06,7.29578E-05,10.15066234
1.74,7.05931E-05,14.94441795,-5.13532E-06,-5.45393E-06,-22.98276924,0,0,-6.25923E-06,7.29492E-05,10.15208302
1.75,7.05963E-05,14.94462181,-5.13528E-06,-5.44306E-06,-23.13221271,0,0,-6.12428E-06,7.29384E-05,10.15346951
1.76,7.0599E-05,14.94482649,-5.13526E-06,-5.43218E-06,-23.2816582,0,0,-5.99093E-06,7.29255E-05,10.15482205
1.77,7.06012E-05,14.94503196,-5.13528E-06,-5.42128E-06,-23.43110574,0,0,-5.85919E-06,7.29105E-05,10.15614091
1.78,7.0603E-05,14.94523819,-5.13533E-06,-5.41037E-06,-23.58055532,0,0,-5.72905E-06,7.28935E-05,10.15742636
1.79,7.06043E-05,14.94544518,-5.1354E-06,-5.39945E-06,-23.73000696,0,0,-5.60054E-06,7.28747E-05,10.15867866
1.8,7.06052E-05,14.94565289,-5.1355E-06,-5.38854E-06,-23.87946067,0,0,-5.47365E-06,7.2854E-05,10.15989806
1.81,7.06056E-05,14.94586132,-5.13563E-06,-5.37763E-06,-24.02891644,0,0,-5.34838E-06,7.28316E-05,10.16108483
1.82,7.06057E-05,14.94607043,-5.13578E-06,-5.36673E-06,-24.17837429,0,0,-5.22474E-06,7.28075E-05,10.16223922
1.83,7.06054E-05,14.94628021,-5.13595E-06,-5.35584E-06,-24.32783423,0,0,-5.10273E-06,7.27818E-05,10.1633615
1.84,7.06047E-05,14.94649064,-5.13616E-06,-5.34497E-06,-24.47729626,0,0,-4.98236E-06,7.27545E-05,10.16445194
1.85,7.06037E-05,14.9467017,-5.13638E-06,-5.33412E-06,-24.62676039,0,0,-4.86361E-06,7.27257E-05,10.1655108
1.86,7.06023E-05,14.94691337,-5.13663E-06,-5.32329E-06,-24.77622662,0,0,-4.7465E-06,7.26955E-05,10.16653835
